Unique_ID,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Density_Nm2,Region,Trophic,Group,Genus,Reference,Notes
359,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,1.11359E-06,"Bandhavgarh National Park, India; 1993",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
360,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,1.1438E-06,"Pench Tiger Reserve (MP), India; 1993",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
361,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,1.15368E-06,"Bandhavgarh National Park, India; 1997",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
362,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,1.15368E-06,"Bandhavgarh National Park, India; 1998",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
363,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,1.22494E-06,"Bandhavgarh National Park, India; 1995",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
364,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,1.4343E-06,"Bandhavgarh National Park, India; 1996",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
365,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,1.58311E-06,"Pench Tiger Reserve (MP), India; 1996",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
366,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,1.6781E-06,"Pench Tiger Reserve (MP), India; 1995",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
367,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,1.75064E-06,"Ranthambhore National Park, India; 1990",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
368,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,1.78496E-06,"Pench Tiger Reserve (MP), India; 1994",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
369,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,1.81734E-06,"Panna National Park, India; 1993",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
370,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,1.82586E-06,"Pench Tiger Reserve (MP), India; 1997",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
371,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,2.42435E-06,"Panna National Park, India; 1995",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
372,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,2.56234E-06,"Ranthambhore National Park, India; 1991",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
373,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,2.78044E-06,"Panna National Park, India; 1996",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
374,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,3.55166E-06,"Panna National Park, India; 1997",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
375,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,3.61808E-06,"Panna National Park, India; 1998",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
376,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,4.42263E-06,"Sariska Tiger Reserve, India; 1991",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
377,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,4.67939E-06,"Ranthambhore National Park, India; 1993",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
378,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,4.73441E-06,"Sariska Tiger Reserve, India; 1992",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
379,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,4.73441E-06,"Sariska Tiger Reserve, India; 1993",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
380,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,4.95165E-06,"Ranthambhore National Park, India; 1997",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
381,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,4.96536E-06,"Sariska Tiger Reserve, India; 1995",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
382,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,5.51963E-06,"Sariska Tiger Reserve, India; 1997",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
383,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,6.73791E-06,"Ranthambhore National Park, India; 1995",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
384,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,9.74833E-06,"Bandhavgarh National Park, India; 1989",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
385,1,1,Mammal,Artiodactyla,Boselaphus tragocamelus,169000,9.80624E-06,"Bandhavgarh National Park, India; 1990",Herbivore,Eutherian,Boselaphus,Hatton et al. 2015; from Project Tiger Directorate,
386,1,1,Mammal,Artiodactyla,Bubalus arnee,800000,6.43501E-07,"Periyar Tiger Reserve, India; 1978",Herbivore,Eutherian,Bubalus,Hatton et al. 2015; from Project Tiger Directorate,
387,1,1,Mammal,Artiodactyla,Bubalus arnee,800000,1.4157E-06,"Periyar Tiger Reserve, India; 1987",Herbivore,Eutherian,Bubalus,Hatton et al. 2015; from Project Tiger Directorate,
388,1,1,Mammal,Artiodactyla,Bubalus arnee,800000,1.6731E-06,"Periyar Tiger Reserve, India; 1988",Herbivore,Eutherian,Bubalus,Hatton et al. 2015; from Project Tiger Directorate,
389,1,1,Mammal,Artiodactyla,Bubalus arnee,800000,1.66023E-06,"Periyar Tiger Reserve, India; 1989",Herbivore,Eutherian,Bubalus,Hatton et al. 2015; from Project Tiger Directorate,
390,1,1,Mammal,Artiodactyla,Bubalus bubalis,274000,0.0000012,Unknown,Herbivore,Eutherian,Bubalus,"Eisenberg 1976; Pfeffer 1965; Tulloch 1978; in Damuth 1987 (Ref: 184, 528, 669  )",
391,1,1,Mammal,Artiodactyla,Capra aegagrus,50000,0.00000012,"Jasper Park, Alberta; 1969-72",Herbivore,Eutherian,Capra,Carbyn 1974; cited in Fuller 1989,
392,1,1,Mammal,Artiodactyla,Capra hircus,75000,0.0000031,Unknown,Herbivore,Eutherian,Capra,"Burckhardt 1961; Schaller 1976; Schaller 1974; in Damuth 1987 (Ref: 89, 589, 590)",
393,1,1,Mammal,Artiodactyla,Capra waalie,100000,0.0000046,Unknown,Herbivore,Eutherian,Capra,Dunbar 1978; in Damuth 1987 (Ref: 164),
394,1,1,Mammal,Artiodactyla,Capreolus capreolus,22000,0.000001,Primary boreal forest,Herbivore,Eutherian,Capreolus,Mosheva 2000; in Makarieva 2004 Table 1,
395,1,1,Mammal,Artiodactyla,Capreolus capreolus,21700,0.0000086,Unknown,Herbivore,Eutherian,Capreolus,"Adamovitch 1973; Borowski 1967; Burckhardt 1961; Krasinski 1978; Pucek 1975; in Damuth 1987 (Ref: 4, 64, 89, 374, 549)",
396,1,1,Mammal,Artiodactyla,Cephalophus callipygus,20100,0.000015,Afrotropical forest,Herbivore,Eutherian,Cephalophus,Fa Purvis 1997; Table 1,
397,1,1,Mammal,Artiodactyla,Cephalophus dorsalis,20350,0.0000038,Afrotropical forest,Herbivore,Eutherian,Cephalophus,Fa Purvis 1997; Table 1,
398,1,1,Mammal,Artiodactyla,Cephalophus leucogaster,12700,0.0000041,Afrotropical forest,Herbivore,Eutherian,Cephalophus,Fa Purvis 1997; Table 1,
399,1,1,Mammal,Artiodactyla,Cephalophus monticola,4900,0.0000226,Afrotropical forest,Herbivore,Eutherian,Cephalophus,Fa Purvis 1997; Table 1,
400,1,1,Mammal,Artiodactyla,Cephalophus natalensis,14000,0.000008,Unknown,Herbivore,Eutherian,Cephalophus,Dixon 1964; in Damuth 1987 (Ref: 153),
401,1,1,Mammal,Artiodactyla,Cephalophus nigrifrons,13900,0.0000026,Afrotropical forest,Herbivore,Eutherian,Cephalophus,Fa Purvis 1997; Table 1,
402,1,1,Mammal,Artiodactyla,Cephalophus ogilbyi,19500,0.000013,Afrotropical forest,Herbivore,Eutherian,Cephalophus,Fa Purvis 1997; Table 1,
403,1,1,Mammal,Artiodactyla,Cephalophus rufilatus,20000,0.0000043,Afrotropical forest,Herbivore,Eutherian,Cephalophus,Fa Purvis 1997; Table 1,
404,1,1,Mammal,Artiodactyla,Cephalophus rufilatus,12500,0.000004,Unknown,Herbivore,Eutherian,Cephalophus,Van Lavieren 1977; in Damuth 1987 (Ref: 675),
405,1,1,Mammal,Artiodactyla,Cephalophus sylvicultor,52500,0.0000009,Afrotropical forest,Herbivore,Eutherian,Cephalophus,Fa Purvis 1997; Table 1,
406,1,1,Mammal,Artiodactyla,Cervus canadensis,220000,0.0000005,"Jasper Park, Alberta; 1969-72",Herbivore,Eutherian,Cervus,Carbyn 1974; cited in Fuller 1989,
407,1,1,Mammal,Artiodactyla,Cervus canadensis,220000,0.0000012,Southwest Manitoba ; 1975-78,Herbivore,Eutherian,Cervus,"Carbyn 1982, 1983; cited in Fuller 1989",
408,1,1,Mammal,Artiodactyla,Cervus canadensis,310000,0.00000093,Unknown,Herbivore,Eutherian,Cervus,"Hornocker 1970; Knight 1970; Mackie 1970; French, N. R., communication in lit.  ; in Damuth 1987 (Ref: 306, 366, 423, 730)",
409,1,1,Mammal,Artiodactyla,Cervus duvauceli,170000,0.0000127,Unknown,Herbivore,Eutherian,Cervus,"Eisenberg 1976; Holloway 1973; Schaaf 1977; in Damuth 1987 (Ref: 184, 303, 587)",
410,1,1,Mammal,Artiodactyla,Cervus duvaucelii,159000,2.92727E-06,"Phen Wildlife Sanctuary, India; 1996",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
411,1,1,Mammal,Artiodactyla,Cervus duvaucelii,159000,2.94546E-06,"Phen Wildlife Sanctuary, India; 1997",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
412,1,1,Mammal,Artiodactyla,Cervus duvaucelii,159000,3.01818E-06,"Phen Wildlife Sanctuary, India; 1998",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
413,1,1,Mammal,Artiodactyla,Cervus duvaucelii,159000,3.32727E-06,"Phen Wildlife Sanctuary, India; 1994",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
414,1,1,Mammal,Artiodactyla,Cervus duvaucelii,159000,3.53636E-06,"Phen Wildlife Sanctuary, India; 1995",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
415,1,1,Mammal,Artiodactyla,Cervus elaphus,175000,0.00000548,Unknown,Herbivore,Eutherian,Cervus,"Batcheler 1975; Bopp 1958; Borowski 1967; Burckhardt 1961; Charles 1977; Kleymann 1976; Krasinski 1978; Lowe 1961; Lowe 1969; Nicholson 1974; Pucek 1975; Staines 1970; in Damuth 1987 (Ref: 37, 62, 64, 89, 107, 365, 374, 415, 416, 489, 549, 628)",
416,1,1,Mammal,Artiodactyla,Cervus unicolor,138000,0.00000142,Unknown,Herbivore,Eutherian,Cervus,"Eisenberg 1976; Hoogerwerf 1970; Montfort 1973; Pfeffer 1965; in Damuth 1987 (Ref: 184, 305, 465, 528 )",
417,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.90909E-07,"Phen Wildlife Sanctuary, India; 1994",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
418,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,2.09091E-07,"Phen Wildlife Sanctuary, India; 1996",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
419,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,2.09091E-07,"Phen Wildlife Sanctuary, India; 1997",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
420,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,2.16802E-07,"Buxa Tiger Reserve, India; 1995",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
421,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,2.18182E-07,"Phen Wildlife Sanctuary, India; 1995",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
422,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,2.27273E-07,"Phen Wildlife Sanctuary, India; 1998",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
423,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,4.86781E-07,"Nagarahole National Park, India; 2002",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
424,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,5.60538E-07,"Nagarahole National Park, India; 1989",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
425,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,5.81725E-07,"Periyar Tiger Reserve, India; 1978",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
426,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,6.30631E-07,"Periyar Tiger Reserve, India; 1987",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
427,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,7.20721E-07,"Periyar Tiger Reserve, India; 1988",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
428,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,7.46461E-07,"Periyar Tiger Reserve, India; 1989",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
429,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,7.93258E-07,"Bandipur National Park, India; 1991",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
430,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,8.256E-07,"Tadoba-andhari Tiger Reserve, India; 1994",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
431,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,0.000000968,"Tadoba-andhari Tiger Reserve, India; 1995",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
432,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.00369E-06,"Panna National Park, India; 1993",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
433,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.02445E-06,"Melghat Tiger Reserve, India; 1997",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
434,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.05285E-06,"Bhadra Wildlife Sanctuary, India; 1997",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
435,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.0768E-06,"Tadoba-andhari Tiger Reserve, India; 1996",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
436,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.09174E-06,"Bori-Satpura Tiger Reserve, India; 1984",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
437,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.09499E-06,"Pench Tiger Reserve (MP), India; 1990",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
438,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.11135E-06,"Bori-Satpura Tiger Reserve, India; 1988",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
439,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.13235E-06,"Bori-Satpura Tiger Reserve, India; 1990",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
440,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.26949E-06,"Bandhavgarh National Park, India; 1992",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
441,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.28501E-06,"Bori-Satpura Tiger Reserve, India; 1982",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
442,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.29692E-06,"Bori-Satpura Tiger Reserve, India; 1996",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
443,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.31513E-06,"Bori-Satpura Tiger Reserve, India; 1992",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
444,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.33123E-06,"Bori-Satpura Tiger Reserve, India; 2002",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
445,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.3363E-06,"Bandhavgarh National Park, India; 1993",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
446,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.34382E-06,"Bandipur National Park, India; 1993",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
447,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.34382E-06,"Bandipur National Park, India; 1995",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
448,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.34454E-06,"Bori-Satpura Tiger Reserve, India; 1994",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
449,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.36485E-06,"Bori-Satpura Tiger Reserve, India; 1986",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
450,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.36485E-06,"Bori-Satpura Tiger Reserve, India; 1998",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
451,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.4208E-06,"Tadoba-andhari Tiger Reserve, India; 1997",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
452,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.44766E-06,"Bandhavgarh National Park, India; 1991",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
453,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.45475E-06,"Kalakad Mundanthurai Tiger Reserve, India; 1997",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
454,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.49314E-06,"Melghat Tiger Reserve, India; 1996",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
455,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.55902E-06,"Bandhavgarh National Park, India; 1994",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
456,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.61181E-06,"Melghat Tiger Reserve, India; 1995",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
457,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.64576E-06,"Panna National Park, India; 1995",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
458,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.64576E-06,"Panna National Park, India; 1997",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
459,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.66726E-06,"Melghat Tiger Reserve, India; 1993",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
460,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.67038E-06,"Bandhavgarh National Park, India; 1995",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
461,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.67706E-06,"Bandhavgarh National Park, India; 1997",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
462,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.67706E-06,"Bandhavgarh National Park, India; 1998",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
463,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.77491E-06,"Panna National Park, India; 1996",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
464,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.82851E-06,"Bandhavgarh National Park, India; 1996",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
465,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.84037E-06,"Pench Tiger Reserve (MP), India; 1991",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
466,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,1.85503E-06,"Palamau Tiger Reserve, India; 1995",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
467,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,0.000002,"Panna National Park, India; 1998",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
468,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,2.12821E-06,"Palamau Tiger Reserve, India; 1996",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
469,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,2.31135E-06,"Pench Tiger Reserve (MP), India; 1995",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
470,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,2.38786E-06,"Pench Tiger Reserve (MP), India; 1992",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
471,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,2.4314E-06,"Pench Tiger Reserve (MP), India; 1993",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
472,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,2.44063E-06,"Pench Tiger Reserve (MP), India; 1996",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
473,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,2.62646E-06,"Pench Tiger Reserve (MR), India; 1996",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
474,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,2.6809E-06,"Bandipur National Park, India; 1997",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
475,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,2.71992E-06,"Palamau Tiger Reserve, India; 1993",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
476,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,2.93008E-06,"Pench Tiger Reserve (MP), India; 1997",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
477,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,2.95119E-06,"Pench Tiger Reserve (MP), India; 1994",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
478,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,2.98718E-06,"Palamau Tiger Reserve, India; 1994",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
479,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,3.12841E-06,"Pench Tiger Reserve (MR), India; 1997",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
480,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,3.20234E-06,"Pench Tiger Reserve (MR), India; 1998",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
481,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,3.22179E-06,"Pench Tiger Reserve (MR), India; 1993",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
482,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,3.29183E-06,"Pench Tiger Reserve (MR), India; 1994",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
483,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,3.52447E-06,"Kanha National Park, India; 1995",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
484,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,3.74043E-06,"Kanha National Park, India; 1996",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
485,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,3.74255E-06,"Kanha National Park, India; 1997",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
486,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,3.82766E-06,"Kanha National Park, India; 1998",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
487,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,4.22745E-06,"Corbett Tiger Reserve, India; 1993",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
488,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,4.31767E-06,"Corbett Tiger Reserve, India; 1995",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
489,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,4.36467E-06,"Corbett Tiger Reserve, India; 1997",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
490,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,4.6234E-06,"Kanha National Park, India; 1994",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
491,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,5.19631E-06,"Sariska Tiger Reserve, India; 1992",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
492,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,5.19631E-06,"Sariska Tiger Reserve, India; 1993",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
493,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,5.51145E-06,"Ranthambhore National Park, India; 1991",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
494,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,5.54273E-06,"Sariska Tiger Reserve, India; 1995",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
495,1,1,Mammal,Artiodactyla,Cervus unicolor,212000,5.58776E-06,"Sariska Tiger Reserve, India; 1991",Herbivore,Eutherian,Cervus,Hatton et al. 2015; from Project Tiger Directorate,
